uid_number,from,to,type,knowledgeLevel,ecosystemContext,reportedIn,taxonAttribute,conditions
1492,309,291,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1493,309,292,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1494,309,293,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1495,309,294,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1496,309,295,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1497,309,296,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1498,309,310,POSITIVELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1499,311,291,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1500,311,292,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1501,311,293,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1502,311,294,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1503,311,295,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1504,311,296,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1505,312,291,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1506,312,292,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1507,312,293,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1508,312,294,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1509,312,295,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1510,312,296,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1511,312,300,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1512,312,301,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,,
1513,289,232,POSITIVELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,Emergents Percent Cover,
1514,295,232,POSITIVELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,Emergents Percent Cover,
1515,301,232,POSITIVELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,Emergents Percent Cover,
1516,287,232,POSITIVELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,Emergents Percent Cover,
1517,293,232,POSITIVELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,Emergents Percent Cover,
1518,102,290,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,Emergents Percent Cover,
1519,102,267,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,Emergents Percent Cover,
1520,102,314,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,Emergents Percent Cover,
1521,102,232,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,Emergents Percent Cover,
1522,102,233,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,Emergents Percent Cover,
1523,102,317,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,Emergents Percent Cover,
1524,102,318,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,Emergents Percent Cover,
1525,102,319,POSITIVELY_CORRELATED_WITH,observation,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,Emergents Percent Cover,
1526,299,232,POSITIVELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1016/j.rama.2017.08.004,Emergents Percent Cover,
1527,320,102,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,,,
1528,102,105,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,,
1529,102,325,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1530,102,326,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1531,102,116,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1532,102,117,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1533,102,329,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1534,102,330,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1535,102,118,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1536,102,332,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1537,102,333,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1538,102,334,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1539,102,335,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1540,102,336,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1541,102,337,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1542,102,338,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1543,102,126,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1544,102,340,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1545,102,127,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1546,102,342,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1547,102,343,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1548,102,128,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1549,102,345,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1550,102,346,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1551,102,347,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1552,102,134,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1553,102,135,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1554,102,139,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1555,102,351,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1556,102,352,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1557,102,193,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1558,102,197,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1559,102,355,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1560,102,198,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1561,102,357,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1562,102,358,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1563,102,359,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1564,102,360,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1565,102,361,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1566,102,362,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1567,102,363,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1568,102,219,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1569,102,365,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1570,102,366,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1571,102,367,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1572,102,368,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1573,102,369,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1574,102,110,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1575,102,111,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1576,102,108,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1577,102,106,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1578,102,107,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1579,102,145,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1580,102,376,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1581,102,377,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1582,102,378,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1583,102,159,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1584,102,161,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1585,102,381,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1586,102,382,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1587,102,383,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1588,102,167,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1589,102,385,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1590,102,386,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1591,102,170,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1592,102,173,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1593,102,389,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1594,102,178,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1595,102,391,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1596,102,392,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1597,102,393,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1598,102,183,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1599,102,395,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1600,102,396,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1601,102,397,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1602,102,158,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1603,102,399,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1604,102,400,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1605,102,401,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1606,102,213,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1607,102,403,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1608,102,125,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1609,102,405,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1610,102,406,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1611,102,407,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1612,102,408,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1613,102,409,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1614,102,410,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1615,102,411,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1616,102,147,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1617,102,413,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1618,102,414,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1619,102,415,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1620,102,187,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1621,102,417,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1622,102,418,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1623,102,419,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1624,102,188,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1625,102,189,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1626,102,422,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1627,102,423,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1628,102,424,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1629,102,425,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1630,102,204,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1631,102,427,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1632,102,428,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1633,102,208,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1634,102,430,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1635,102,431,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,Abudance ,3-4  years after restoration
1636,102,222,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/icad.12261,,3-4  years after restoration
1637,432,433,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1111/avsc.12316,,
1638,432,434,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1111/avsc.12316,,
1639,432,435,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1111/avsc.12316,,
1640,435,436,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/avsc.12316,,
1641,435,439,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/avsc.12316,,
1642,433,439,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/avsc.12316,,
1643,434,439,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/avsc.12316,,
1644,433,438,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/avsc.12316,,
1645,435,441,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/avsc.12316,,
1646,435,442,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/avsc.12316,,
1647,435,438,NEGATIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/avsc.12316,,
1648,450,102,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1111/1365-2664.12886,,
1649,102,457,POSITIVELY_ASSOCIATED_WITH,observation,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,
1650,102,458,POSITIVELY_ASSOCIATED_WITH,observation,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,
1651,102,459,POSITIVELY_ASSOCIATED_WITH,observation,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,
1652,102,460,POSITIVELY_ASSOCIATED_WITH,observation,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,
1653,102,461,POSITIVELY_ASSOCIATED_WITH,observation,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,
1654,102,462,POSITIVELY_ASSOCIATED_WITH,observation,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,
1655,102,463,POSITIVELY_ASSOCIATED_WITH,observation,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,
1656,102,464,POSITIVELY_ASSOCIATED_WITH,observation,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,
1657,102,465,POSITIVELY_ASSOCIATED_WITH,observation,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,
1658,102,466,POSITIVELY_ASSOCIATED_WITH,observation,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,
1659,102,467,POSITIVELY_ASSOCIATED_WITH,observation,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,
1660,102,468,POSITIVELY_ASSOCIATED_WITH,observation,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,
1661,102,469,POSITIVELY_ASSOCIATED_WITH,observation,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,
1662,102,470,POSITIVELY_ASSOCIATED_WITH,observation,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,
1663,102,471,POSITIVELY_ASSOCIATED_WITH,observation,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,
1664,102,472,POSITIVELY_ASSOCIATED_WITH,observation,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,
1665,454,444,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,August and September 
1666,454,476,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,August and September 
1667,454,477,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,August and September 
1668,454,457,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,October-July 
1669,454,458,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,October-July 
1670,454,459,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,October-July 
1671,454,460,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,October-July 
1672,454,461,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,October-July 
1673,454,462,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,October-July 
1674,454,463,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,October-July 
1675,454,464,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,October-July 
1676,454,465,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,October-July 
1677,454,466,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,October-July 
1678,454,467,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,October-July 
1679,454,468,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,October-July 
1680,454,469,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,October-July 
1681,454,470,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,October-July 
1682,454,471,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,October-July 
1683,454,472,INVERSELY_CORRELATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,Seed Abundance ,October-July 
1684,102,105,POSITIVELY_ASSOCIATED_WITH,statistical_association,Temperate subhumid grasslands,10.1111/1365-2664.12886,,
1685,478,102,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1111/rec.12468,,
1686,478,479,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1111/rec.12468,,
1687,478,480,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1111/rec.12468,,
1688,478,481,DESCRIBES_OUTCOME_OF,,Temperate subhumid grasslands,10.1111/rec.12468,,
